Il,Ilce,Latitude,Longitude
İzmir,Menderes,38.251744,27.132668
İzmir,Balçova,38.3890827,27.0499859
İzmir,Çiğli,38.4950276,26.9970153
İzmir,Gaziemir,38.3172519,27.1617685
İzmir,Narlıdere,38.3777936,26.9970153
İzmir,Güzelbahçe,38.3286355,26.8792553
İzmir,Bayraklı,38.4793887,27.1382404
İzmir,Karabağlar,38.3465505,27.0441009
Kars,Arpaçay,40.846747,43.332095
Kars,Digor,40.3750829,43.41417800000001
Kars,Kağızman,40.140648,43.119118
Kars,Kars Merkez,40.6161599,43.1451679
Kars,Sarıkamış,40.33340099999999,42.59047899999999
Kars,Selim,40.464118,42.790625
Kars,Susuz,40.7796329,43.129804
Kars,Akyaka,40.7508613,43.6468421
Kastamonu,Abana,41.9525708,34.0767099
Kastamonu,Araç,41.2426419,33.328507
Kastamonu,Azdavay,41.642533,33.305719
Kastamonu,Bozkurt / Kastamonu,41.8670996,34.0118901
Kastamonu,Cide,41.83520590000001,32.9888527
Kastamonu,Çatalzeytin,41.951178,34.226706
Kastamonu,Daday,41.47762600000001,33.469228
Kastamonu,Devrekani,41.603891,33.835214
Kastamonu,İnebolu,41.97725,33.759358
Kastamonu,Kastamonu Merkez,41.26497130000001,33.9068162
Kastamonu,Küre,41.8224495,33.6792924
Kastamonu,Taşköprü,41.50994499999999,34.210284
Kastamonu,Tosya,41.0174189,34.0374679
Kastamonu,İhsangazi,41.203849,33.554724
Kastamonu,Pınarbaşı / Kastamonu,41.6661447,33.0349781
Kastamonu,Şenpazar,41.809741,33.231404
Kastamonu,Ağlı,41.68699,33.553815
Kastamonu,Doğanyurt,42.004299,33.460477
Kastamonu,Hanönü,41.625403,34.4632689
Kastamonu,Seydiler,41.619953,33.718521
Kayseri,Bünyan,38.8550619,35.852098
Kayseri,Develi,38.388652,35.492816
Kayseri,Felahiye,39.090096,35.567341
Kayseri,İncesu,38.6092271,35.2587964
Kayseri,Pınarbaşı / Kayseri,38.7205129,36.39502
Kayseri,Sarıoğlan,39.077818,35.966957
Kayseri,Sarız,38.4417624,36.5661908
Kayseri,Tomarza,38.447925,35.799104
Kayseri,Yahyalı,38.099171,35.359159
Kayseri,Yeşilhisar,38.35616,35.085944
Kayseri,Akkışla,39.00236,36.173545
Kayseri,Talas,38.687501,35.555568
Kayseri,Kocasinan,38.8733113,35.3466253
Kayseri,Melikgazi,38.720489,35.48259700000001
Kayseri,Hacılar,38.6459819,35.452556
Kayseri,Özvatan,39.106381,35.6991129
Kırklareli,Babaeski,41.4313239,27.091798
Kırklareli,Demirköy,41.822618,27.762756
Kırklareli,Kırklareli Merkez,41.73988689999999,27.1399808
Kırklareli,Kofçaz,41.94280000000001,27.157148
Kırklareli,Lüleburgaz,41.402742,27.365646
Kırklareli,Pehlivanköy,41.347111,26.924354
Kırklareli,Pınarhisar,41.624271,27.517888
Kırklareli,Vize,41.6111146,27.7827242
Kırşehir,Çiçekdağı,39.5895476,34.32135530000001
Kırşehir,Kaman,39.358937,33.723375
Kırşehir,Kırşehir Merkez,39.146078,34.1594989
Kırşehir,Mucur,39.063535,34.373854
Kırşehir,Akpınar,39.4994766,33.9303991
Kırşehir,Akçakent,39.6438944,34.1037328
Kırşehir,Boztepe,39.270216,34.265841
Kocaeli,Gebze,40.8025157,29.4397941
Kocaeli,Gölcük,40.7167517,29.8194875
Kocaeli,Kandıra,41.070363,30.15239399999999
Kocaeli,Karamürsel,40.691274,29.616418
Kocaeli,Körfez,40.776382,29.737718
Kocaeli,Derince,40.756189,29.830918
Kocaeli,Başiskele,40.6298368,29.950926
Kocaeli,Çayırova,40.824215,29.372234
Kocaeli,Darıca,40.7738633,29.4002978
Kocaeli,Dilovası,40.787622,29.544158
Kocaeli,İzmit,40.7654408,29.9408089
Kocaeli,Kartepe,40.753369,30.023216
Konya,Akşehir,38.360258,31.417991
Konya,Beyşehir,37.679796,31.724299
Konya,Bozkır,37.18891199999999,32.245393
Konya,Cihanbeyli,38.656883,32.923303
Konya,Çumra,37.573899,32.781038
Konya,Doğanhisar,38.145955,31.67675
Konya,Ereğli / Konya,37.512316,34.048806
Konya,Hadim,36.986063,32.455875
Konya,Ilgın,38.2817239,31.91395
Konya,Kadınhanı,38.240871,32.207868
Konya,Karapınar,37.71532,33.54657
Konya,Kulu,39.090245,33.08052800000001
Konya,Sarayönü,38.2646609,32.407075
Konya,Seydişehir,37.41926,31.848216
Konya,Yunak,38.813456,31.735652
Konya,Akören,37.452598,32.371139
Konya,Altınekin,38.308274,32.868888
Konya,Derebucak,37.39108,31.510087
Konya,Hüyük,37.951279,31.599333
Konya,Karatay,37.8232112,32.98883190000001
Konya,Meram,37.7430228,32.2653887
Konya,Selçuklu,38.0160383,32.4920088
Konya,Taşkent,36.9236829,32.493227
Konya,Ahırlı,37.239077,32.120879
Konya,Çeltik,39.023429,31.790552
Konya,Derbent,38.013432,32.015323
Konya,Emirgazi,37.904083,33.83614500000001
Konya,Güneysınır,37.267923,32.72742
Konya,Halkapınar,37.4336429,34.18685500000001
Konya,Tuzlukçu,38.4743769,31.629483
Konya,Yalıhüyük,37.300534,32.085453
Kütahya,Altıntaş,39.057997,30.108556
Kütahya,Domaniç,39.800999,29.612731
Kütahya,Emet,39.344413,29.257899
Kütahya,Gediz,38.990736,29.395705
Kütahya,Kütahya Merkez,39.4199547,29.985732
Kütahya,Simav,39.0896,28.9787
Kütahya,Tavşanlı,39.547,29.4914
Kütahya,Aslanapa,39.1794189,29.8352303
Kütahya,Dumlupınar,38.8552,29.9762
Kütahya,Hisarcık,39.2512429,29.2277226
Kütahya,Şaphane,39.02491,29.220065
Kütahya,Çavdarhisar,39.196872,29.617246
Kütahya,Pazarlar,38.9951999,29.1239
Malatya,Akçadağ,38.344499,37.971138
Malatya,Arapgir,39.0428349,38.488364
Malatya,Arguvan,38.782693,38.264795
Malatya,Darende,38.556664,37.490605
Malatya,Doğanşehir,38.093415,37.878116
Malatya,Hekimhan,38.81652500000001,37.930779
Malatya,Pütürge,38.195926,38.868925
Malatya,Yeşilyurt / Malatya,38.295459,38.247475
Malatya,Battalgazi,38.42502,38.3654439
Malatya,Doğanyol,38.310299,39.037749
Malatya,Kale / Malatya,38.3881344,38.79453710000001
Malatya,Kuluncak,38.8857,37.6703
Malatya,Yazıhan,38.59576,38.180075
Manisa,Akhisar,38.91766399999999,27.83662
Manisa,Alaşehir,38.354458,28.516541
Manisa,Demirci,39.047336,28.658544
Manisa,Gördes,38.933029,28.288668
Manisa,Kırkağaç,39.105359,27.67331
Manisa,Kula,38.543234,28.644585
Manisa,Salihli,38.487074,28.138052
Manisa,Sarıgöl,38.238351,28.696434
Manisa,Saruhanlı,38.734982,27.569818
Manisa,Selendi,38.743988,28.867367
Manisa,Soma,39.185113,27.608792
Manisa,Turgutlu,38.500161,27.70841
Manisa,Ahmetli,38.516381,27.937964
Manisa,Gölmarmara,38.713913,27.918426
Manisa,Köprübaşı / Manisa,38.7944922,28.4396756
Manisa,Şehzadeler,38.6140337,27.4295624
Manisa,Yunusemre,38.7756524,27.3146351
Kahramanmaraş,Afşin,38.243802,36.914722
Kahramanmaraş,Andırın,37.57571799999999,36.349767
Kahramanmaraş,Elbistan,38.206537,37.193076
Kahramanmaraş,Göksun,38.020382,36.494869
Kahramanmaraş,Pazarcık,37.489462,37.293574
Kahramanmaraş,Türkoğlu,37.384751,36.846238
Kahramanmaraş,Çağlayancerit,37.750164,37.293208
Kahramanmaraş,Ekinözü,38.059322,37.188692
Kahramanmaraş,Nurhak,37.9656329,37.44744499999999
Kahramanmaraş,Dulkadiroğlu,37.6452813,37.0400339
Kahramanmaraş,Onikişubat,37.7702293,36.6957216
Mardin,Derik,37.364657,40.267937
Mardin,Kızıltepe,37.1931114,40.5870361
Mardin,Mazıdağı,37.477368,40.486736
Mardin,Midyat,37.41514799999999,41.37343
Mardin,Nusaybin,37.0696439,41.213997
Mardin,Ömerli,37.3971961,40.9273257
Mardin,Savur,37.533928,40.887089
Mardin,Dargeçit,37.5461839,41.720381
Mardin,Yeşilli,37.339608,40.823019
Mardin,Artuklu,37.3481951,40.6974092
Muğla,Bodrum,37.034407,27.43054
Muğla,Datça,36.726217,27.685844
Muğla,Fethiye,36.659246,29.126347
Muğla,Köyceğiz,36.966034,28.688593
Muğla,Marmaris,36.854936,28.270878
Muğla,Milas,37.31163799999999,27.780795
Muğla,Ula,37.102153,28.417756
Muğla,Yatağan,37.3321249,28.0654445
Muğla,Dalaman,36.76662,28.799991
Muğla,Ortaca,36.838723,28.765469
Muğla,Kavaklıdere,37.445382,28.366123
Muğla,Menteşe,37.2351984,28.4396756
Muğla,Seydikemer,36.6473909,29.464359
Muş,Bulanık,39.0965599,42.268057
Muş,Malazgirt,39.146145,42.54096
Muş,Muş Merkez,38.734561,41.491038
Muş,Varto,39.173291,41.455974
Muş,Hasköy,38.684263,41.69077799999999
Muş,Korkut,38.754512,41.9295558
Nevşehir,Avanos,38.71081400000001,34.842081
Nevşehir,Derinkuyu,38.374548,34.733365
Nevşehir,Gülşehir,38.742565,34.619203
Nevşehir,Hacıbektaş,38.942929,34.560854
Nevşehir,Kozaklı,39.214645,34.852522
Nevşehir,Nevşehir Merkez,38.624694,34.714151
Nevşehir,Ürgüp,38.631169,34.912182
Nevşehir,Acıgöl,38.5830528,34.4641848
Niğde,Bor,37.894025,34.561777
Niğde,Çamardı,37.833488,34.985724
Niğde,Niğde Merkez,37.969774,34.676608
Niğde,Ulukışla,37.546546,34.48425599999999
Niğde,Altunhisar,37.997985,34.371215
Niğde,Çiftlik,38.1847195,34.4863567
Ordu,Akkuş,40.791322,37.018275
Ordu,Aybastı,40.6845,37.398835
Ordu,Fatsa,41.031231,37.50036
Ordu,Gölköy,40.687727,37.617582
Ordu,Korgan,40.828582,37.344632
Ordu,Kumru,40.872773,37.261466
Ordu,Mesudiye,40.463307,37.773555
Ordu,Perşembe,41.067089,37.773469
Ordu,Ulubey / Ordu,40.872955,37.758539
Ordu,Ünye,41.12724,37.2886359
Ordu,Gülyalı,40.966824,38.05624
Ordu,Gürgentepe,40.79142,37.6009079
Ordu,Çamaş,40.903471,37.527479
Ordu,Çatalpınar,41.105968,37.2567329
Ordu,Çaybaşı,41.017434,37.098495
Ordu,İkizce,41.059805,37.0800539
Ordu,Kabadüz,40.858726,37.889634
Ordu,Kabataş,40.750665,37.448366
Ordu,Altınordu,40.9051165,37.8788651
Rize,Ardeşen,41.191782,40.989095
Rize,Çamlıhemşin,41.049307,41.00363
Rize,Çayeli,41.090154,40.727535
Rize,Fındıklı,41.2706609,41.140057
Rize,İkizdere,40.775235,40.561951
Rize,Kalkandere,40.928809,40.442398
Rize,Pazar / Rize,41.180662,40.8867649
Rize,Rize Merkez,40.9495849,40.5416487
Rize,Güneysu,40.977728,40.612585
Rize,Derepazarı,41.02398,40.421777
Rize,Hemşin,41.048202,40.8990579
Rize,İyidere,41.0121759,40.360629
Sakarya,Akyazı,40.68348599999999,30.624934
Sakarya,Geyve,40.508635,30.290266
Sakarya,Hendek,40.795053,30.744706
Sakarya,Karasu,41.095615,30.692356
Sakarya,Kaynarca,41.0332999,30.3077
Sakarya,Sapanca,40.68968,30.261428
Sakarya,Kocaali,41.05549999999999,30.8509
Sakarya,Pamukova,40.505684,30.16924
Sakarya,Taraklı,40.3965699,30.492127
Sakarya,Ferizli,40.939182,30.486795
Sakarya,Karapürçek,40.642882,30.540097
Sakarya,Söğütlü,40.9034,30.4717
Sakarya,Adapazarı,40.788855,30.405954
Sakarya,Arifiye,40.695581,30.3666099
Sakarya,Erenler,40.75103900000001,30.414263
Sakarya,Serdivan,40.7828018,30.3204873
Samsun,Alaçam,41.604294,35.59865
Samsun,Bafra,41.561959,35.905686
Samsun,Çarşamba,41.198523,36.721821
Samsun,Havza,41.05797219999999,35.7346994
Samsun,Kavak,41.1268773,35.9746094
Samsun,Ladik,40.912047,35.894825
Samsun,Terme,41.1442425,36.990005
Samsun,Vezirköprü,41.143111,35.460594
Samsun,Asarcık,41.037123,36.234971
Samsun,19.May,41.3224812,36.314875
Samsun,Salıpazarı,41.08229,36.825255
Samsun,Tekkeköy,41.2132689,36.463127
Samsun,Ayvacık / Samsun,40.989607,36.63083
Samsun,Yakakent,41.631232,35.53049
Samsun,Atakum,41.2797031,36.3360667
Samsun,Canik,41.1829124,36.3029134
Samsun,İlkadım,41.2797031,36.3360667
Siirt,Baykan,38.162649,41.785194
Siirt,Eruh,37.75051699999999,42.179877
Siirt,Kurtalan,37.926944,41.702789
Siirt,Pervari,37.932647,42.5476079
Siirt,Siirt Merkez,37.8577473,41.9125914
Siirt,Şirvan,38.0967722,42.1343878
Siirt,Tillo,37.949881,42.011659
Sinop,Ayancık,41.945806,34.588354
Sinop,Boyabat,41.46610500000001,34.77112
Sinop,Durağan,41.416958,35.052086
Sinop,Erfelek,41.880095,34.909527
Sinop,Gerze,41.800599,35.19201
Sinop,Sinop Merkez,41.9507792,35.0262997
Sinop,Türkeli,41.948421,34.336953
Sinop,Dikmen,41.651167,35.263669
Sinop,Saraydüzü,41.328148,34.847222
Sivas,Divriği,39.374885,38.118521
Sivas,Gemerek,39.184872,36.071732
Sivas,Gürün,38.7213489,37.271167
Sivas,Hafik,39.9215109,37.3749249
Sivas,İmranlı,39.875358,38.112501
Sivas,Kangal,39.14490170000001,37.3460453
Sivas,Koyulhisar,40.301538,37.832185
Sivas,Sivas Merkez,39.6896148,37.086224
Sivas,Suşehri,40.163154,38.0915
Sivas,Şarkışla,39.350195,36.40775
Sivas,Yıldızeli,39.866676,36.600396
Sivas,Zara,39.898445,37.757236
Sivas,Akıncılar,40.078944,38.346368
Sivas,Altınyayla / Sivas,39.2512397,36.757988
Sivas,Doğanşar,40.21403400000001,37.537598
Sivas,Gölova,40.061216,38.608678
Sivas,Ulaş,39.444574,37.0410449
Tekirdağ,Çerkezköy,41.28236,28.00059
Tekirdağ,Çorlu,41.155812,27.8137319
Tekirdağ,Hayrabolu,41.21344999999999,27.106783
Tekirdağ,Malkara,40.893756,26.903886
Tekirdağ,Muratlı,41.17261999999999,27.49633
Tekirdağ,Saray / Tekirdağ,41.441086,27.921588
Tekirdağ,Şarköy,40.615159,27.113649
Tekirdağ,Marmaraereğlisi,40.969332,27.95484
Tekirdağ,Ergene,41.3604441,26.9234229
Tekirdağ,Kapaklı,41.32443300000001,27.977359
Tekirdağ,Süleymanpaşa,40.9780919,27.511674
Tokat,Almus,40.376064,36.903535
Tokat,Artova,40.117964,36.301375
Tokat,Erbaa,40.672726,36.57124700000001
Tokat,Niksar,40.590159,36.951185
Tokat,Reşadiye,40.392406,37.336033
Tokat,Tokat Merkez,40.3000971,36.5590413
Tokat,Turhal,40.38615799999999,36.087823
Tokat,Zile,40.301847,35.886722
Tokat,Pazar / Tokat,40.2772549,36.284749
Tokat,Yeşilyurt / Tokat,40.006471,36.220355
Tokat,Başçiftlik,40.546985,37.168195
Tokat,Sulusaray,39.9975049,36.083756
Trabzon,Akçaabat,41.022042,39.570868
Trabzon,Araklı,40.939716,40.055153
Trabzon,Arsin,40.953956,39.93721499999999
Trabzon,Çaykara,40.748484,40.242362
Trabzon,Maçka,40.814221,39.610662
Trabzon,Of,40.8835697,40.2942059
Trabzon,Sürmene,40.911365,40.118758
Trabzon,Tonya,40.886452,39.290813
Trabzon,Vakfıkebir,41.04583299999999,39.279024
Trabzon,Yomra,40.954017,39.8670029
Trabzon,Beşikdüzü,41.05166,39.231253
Trabzon,Şalpazarı,40.941959,39.193033
Trabzon,Çarşıbaşı,41.082178,39.38115
Trabzon,Dernekpazarı,40.799118,40.247766
Trabzon,Düzköy,40.8273571,39.3699641
Trabzon,Hayrat,40.888814,40.367546
Trabzon,Köprübaşı / Trabzon,40.7058727,40.1233821
Trabzon,Ortahisar,40.9562156,39.73504020000001
Tunceli,Çemişgezek,39.062575,38.912372
Tunceli,Hozat,39.108025,39.21867
Tunceli,Mazgirt,39.018544,39.60511200000001
Tunceli,Nazımiye,39.181163,39.828544
Tunceli,Ovacık / Tunceli,39.35704399999999,39.216588
Tunceli,Pertek,38.86777,39.324566
Tunceli,Pülümür,39.4865039,39.895394
Tunceli,Tunceli Merkez,39.1530459,39.5396506
Şanlıurfa,Akçakale,36.71334900000001,38.94844
Şanlıurfa,Birecik,37.02499299999999,37.977476
Şanlıurfa,Bozova,37.3367279,38.3587174
Şanlıurfa,Ceylanpınar,36.853058,40.047398
Şanlıurfa,Halfeti,37.248236,37.868464
Şanlıurfa,Hilvan,37.589047,38.958462
Şanlıurfa,Siverek,37.754104,39.317716
Şanlıurfa,Suruç,36.9751199,38.424287
Şanlıurfa,Viranşehir,37.235867,39.762378
Şanlıurfa,Harran,36.863131,39.024276
Şanlıurfa,Eyyübiye,37.0049484,39.02938839999999
Şanlıurfa,Haliliye,37.75063859999999,39.31249880000001
Şanlıurfa,Karaköprü,37.3214043,38.7786956
Uşak,Banaz,38.73982,29.753174
Uşak,Eşme,38.39988,28.971384
Uşak,Karahallı,38.319945,29.531498
Uşak,Sivaslı,38.499903,29.683864
Uşak,Ulubey / Uşak,38.42166,29.290451
Uşak,Uşak Merkez,38.7226697,29.2785638
Van,Başkale,38.0476,44.0149
Van,Çatak,38.1231651,43.0882212
Van,Erciş,39.0716918,43.37198739999999
Van,Gevaş,38.2978,43.1055
Van,Gürpınar,38.20989369999999,43.5632679
Van,Muradiye,38.994542,43.767263
Van,Özalp,38.7249085,44.0308378
Van,Bahçesaray,38.0768998,42.7720191
Van,Çaldıran,39.1214214,44.0220456
Van,Edremit / Van,38.3984556,43.2364707
Van,Saray / Van,38.4909268,44.1966546
Van,İpekyolu,38.6014262,43.63091
Van,Tuşba,38.4870748,43.3531356
Yozgat,Akdağmadeni,39.6601799,35.882268
Yozgat,Boğazlıyan,39.193667,35.246833
Yozgat,Çayıralan,39.304892,35.644531
Yozgat,Çekerek,40.0710849,35.497509
Yozgat,Sarıkaya,39.5146953,35.4004505
Yozgat,Sorgun,39.7458832,35.2677551
Yozgat,Şefaatli,39.500486,34.758223
Yozgat,Yerköy,39.64161199999999,34.469425
Yozgat,Yozgat Merkez,39.9302773,34.7324106
Yozgat,Aydıncık / Yozgat,40.128571,35.286304
Yozgat,Çandır,39.243376,35.517196
Yozgat,Kadışehri,39.997209,35.791585
Yozgat,Saraykent,39.6927949,35.5100369
Yozgat,Yenifakılı,39.211988,35.00312600000001
Zonguldak,Çaycuma,41.428644,32.077204
Zonguldak,Devrek,41.221412,31.95446699999999
Zonguldak,Ereğli / Zonguldak,41.279909,31.42026
Zonguldak,Zonguldak Merkez,41.36059669999999,31.88780929999999
Zonguldak,Alaplı,41.18269,31.38453
Zonguldak,Gökçebey,41.306044,32.143197
Zonguldak,Kilimli,41.488171,31.866962
Zonguldak,Kozlu,41.43885,31.753981
Aksaray,Aksaray Merkez,38.4391836,33.88577470000001
Aksaray,Ortaköy / Aksaray,38.7366,34.0408
Aksaray,Ağaçören,38.868998,33.9140919
Aksaray,Güzelyurt,38.2775279,34.372635
Aksaray,Sarıyahşi,38.98491,33.844517
Aksaray,Eskil,38.401758,33.412793
Aksaray,Gülağaç,38.394343,34.346139
Bayburt,Bayburt Merkez,40.258699,40.3188515
Bayburt,Aydıntepe,40.38984300000001,40.146774
Bayburt,Demirözü,40.162535,39.892849
Karaman,Ermenek,36.640261,32.892038
Karaman,Karaman Merkez,37.1571887,33.16888830000001
Karaman,Ayrancı,37.233352,33.88577470000001
Karaman,Kazımkarabekir,37.227317,32.958978
Karaman,Başyayla,36.7537049,32.677001
Karaman,Sarıveliler,36.698611,32.617766
Kırıkkale,Delice,39.943687,34.032616
Kırıkkale,Keskin,39.6611041,33.6623301
Kırıkkale,Kırıkkale Merkez,39.8606983,33.5571619
Kırıkkale,Sulakyurt,40.15844999999999,33.718127
Kırıkkale,Bahşili,39.813252,33.471804
Kırıkkale,Balışeyh,39.909775,33.718227
Kırıkkale,Çelebi,39.464667,33.525622
Kırıkkale,Karakeçili,39.5662202,33.3598366
Kırıkkale,Yahşihan,39.848901,33.452353
Batman,Batman Merkez,37.8259651,41.1243068
Batman,Beşiri,37.916208,41.292722
Batman,Gercüş,37.5682959,41.385329
Batman,Kozluk,38.193758,41.488861
Batman,Sason,38.3339822,41.4201364
Batman,Hasankeyf,37.7314705,41.4212096
Şırnak,Beytüşşebap,37.570015,43.16395199999999
Şırnak,Cizre,37.332346,42.185474
Şırnak,İdil,37.3201156,41.7939896
Şırnak,Silopi,37.2487,42.4713
Şırnak,Şırnak Merkez,37.4944487,42.4874875
Şırnak,Uludere,37.393253,42.9631908
Şırnak,Güçlükonak,37.472115,41.912442
Bartın,Bartın Merkez,41.637602,32.333811
Bartın,Kurucaşile,41.843903,32.720692
Bartın,Ulus,41.5637042,32.6364073
Bartın,Amasra,41.7470209,32.385537
Ardahan,Ardahan Merkez,41.0691014,42.7852943
Ardahan,Çıldır,41.1212971,43.2090056
Ardahan,Göle,40.793352,42.6095339
Ardahan,Hanak,41.2381755,42.776759
Ardahan,Posof,41.50959900000001,42.727801
Ardahan,Damal,41.3396169,42.83952
Iğdır,Aralık,39.873902,44.516055
Iğdır,Iğdır Merkez,39.92005959999999,44.0436151
Iğdır,Tuzluca,40.0400149,43.663164
Iğdır,Karakoyunlu,39.970705,44.174382
Yalova,Yalova Merkez,40.6020296,29.2553229
Yalova,Altınova,40.6966449,29.510108
Yalova,Armutlu,40.518842,28.829387
Yalova,Çınarcık,40.645156,29.119241
Yalova,Çiftlikköy,40.662748,29.31534599999999
Yalova,Termal,40.5965507,29.1739513
Karabük,Eflani,41.42313,32.958663
Karabük,Eskipazar,40.9445,32.5322
Karabük,Karabük Merkez,41.1217535,32.5912703
Karabük,Ovacık / Karabük,41.073276,32.917514
Karabük,Safranbolu,41.249306,32.683128
Karabük,Yenice / Karabük,41.2094608,32.3129269
Kilis,Kilis Merkez,36.7507167,37.1044125
Kilis,Elbeyli,36.7002828,37.4467952
Kilis,Musabeyli,36.885897,36.915923
Kilis,Polateli,36.842174,37.143552
Osmaniye,Bahçe,37.196622,36.572594
Osmaniye,Kadirli,37.3740219,36.097423
Osmaniye,Osmaniye Merkez,37.0550295,36.3064595
Osmaniye,Düziçi,37.240179,36.453317
Osmaniye,Hasanbeyli,37.131723,36.552987
Osmaniye,Sumbas,37.4473259,36.027631
Osmaniye,Toprakkale,37.062415,36.145216
Düzce,Akçakoca,41.088181,31.123976
Düzce,Düzce Merkez,40.83872,31.162609
Düzce,Yığılca,40.9602829,31.443039
Düzce,Cumayeri,40.8733379,30.950758
Düzce,Gölyaka,40.77673,30.996406
Düzce,Çilimli,40.893433,31.046865
Düzce,Gümüşova,40.846027,30.939058
Düzce,Kaynaşlı,40.776033,31.303863
